text,label
"Happy Monday, Las Vegas. Let's make it a good one! #howtotivoli @ Tivoli Village Las Vegas",0
"Take it easy on yourself. ️ @ The Meadows, Charlottesville",1
Celebrating Adrik's Birthday a few days early ️ Happy 20th Birthday to my first born! @ The…,0
Lovely dive this AM at Heisler. Thank you to some great dive buddies!! Beautiful conditions. …,0
"JB and I @ Dubuque, Iowa",2
Muito amor! em Disney's Magic Kingdom,3
Chicago @ Lake Michigan / Belmont Harbor,0
Big Blue brunchin' #sweetT @ Waco Hippodrome,3
"Handcheck bo, swan, squonk !InstockNextGen Vapeshop 2417 ave U, Brooklyn NY…",3
We always love a good challenge (look to the left ) #HoustonStrong #HarveyRelief @ Houston…,2
So this is totally happening #TipsyDaniel is what they call me…,1
"I could go on a rant, but basically thanks for being my rock. I love you, syd ️ happy birthday…",1
"workshopping and transposing this yesterday was a pleasure, congratulations and look forward…",0
When your friend tells you to act natural so you start to smell your own finger. #coffeetime…,1
"PhotoADay: August 4th, ""D is for""D=DuckDual Diving Duck butts!! #fms_d #fmspad…",3
"Happy I got to spend this one's birthday with her @ Newburgh, New…",0
this was a long night but great results #EdgeStamped #DaEdge1pro chicsavage_ If you need…,1
- finding neverland with the best cheers to growing up but never growing up lol…,0
eastsidejody367 @ East Atlanta Village,0
"Red lagoon, green lake, blue sky - thanks for making us believe in MAGIC Mexico @ Yucatan,…",0
The machine is full of ! Come and try out your skills today! Open until 8PM. @ Sneakers Inc.,3
Feels Great To Have My Name On My Jersey Again #fanggang #lit # #atlantavenom #wdfl @ Edgewood…,0
"Sunday night - #diablofest2017 @user @ New York, New York",3
GM ... step into my gas chamber lmbo @ Phantom ONE,3
How did I get so lucky @ Griffith Observatory,1
Had a great time in Minneapolis with Catie! Great couple of days @ Target Field,0
Those are supposed to be mountains in the background. Too much smoke from wild fires @ The…,3
@ Boogie Down Bronx,3
We're pleased to announce that we've launched Shop Soto! is the new home for Fine…,1
"Because of you, I️ laugh a little harder, and smile a lot more. @ Mash'D",1
I love my new look and plus it feel like 20 lbs light #DJTBoo #ParadigmEnt850 #ParadigmDJs @user,0
Stop to smell the roses. #granhabano #georgerico #granhabanocigars…,3
"jumping for pizza and beer always @ Pensacola Beach, Florida",0
Two more of Tucker’s favorite spots. #goldenlove #englishcreamgoldenretrieversofinstagram…,0
backstreetboys NEVER disappoint!! I ️ @user thanks for giving us some love! #qtopia…,2
LOL or this my be your Sunday plans... Have a great rest of your…,2
"Look at that sweet face! #Pippa #dogmom #napping #BoxerMix #Brindle @ Maryville, Illinois",0
thank you for making today so special @user @ Cheekwood,0
cheers to 21 years happy birthday Mackenzie!! I'm so glad I was…,2
Gel manicure in DND Mi Amore or as I like to call it Lily Munster and toes in OPI Nail Lacquer…,1
Good Morning @ Corporate Woods,2
Aleister Black! @ Barclays Center,3
"I ""doughfinetley"" picked the right boyfriend ️ okay that's it you can unfollow me now I don't…",1
THE BRITTON'S ~ #cornphoto #corneliusSEEN #lindacorneliusphotography #corneliusphotography…,3
#Repost @user (get_repost)・・・These babies are no worse for wear . What's in your UCAN…,1
I can't believe I lived so long without gel pens! ️ ️ ️........#bulletjournaling…,1
i told this scary man that Jesus loves him i look so bad i’m so sorry but i love these people…,1
@user from toppcheff_philly - #freshouttheoven Baked Mac &amp; cheese @user @user,3
The ones that like me love me @ Blossom Music Center,2
Lawrence smart for nutting fast during the threesome. You don't have to do all that work and you can still tell your boys you had one,1
Self-love. #wisdomwednesday #selflove #innerpeace @ Rockefeller Center,0
Back in.... Oh and LA ️ @ The Broad,4
"Newest post now up on @ New York, New York",3
These four adorable goofballs are the loves of my life! ️…,0
"Love when @user drops in @ Oakland, California",4
Exclusive unreleased track off my new project drops tonight!!! GO SUBSCRIBE TO MY YOUTUBE…,3
My pretty friends looking flawless in their new unis! #cheersportsharks #finbacks @ Tribute…,0
"Board is back for Q3 with even better views @ Le Bain at The Standard, High Line",4
What does this sign appear to say behind me? #hofosho jk... #homade…,1
YUMMMMMMM! Love me some Marshal Zhukov’s. I’m not gay though. - Drinking a Marshal Zhukov's Imperial Stout (2017…,1
"Ayeeeeee Crock lol lol fields6491 @ Dallas, Texas",3
Mystique working hard on the head rolls Can't wait to see this AMAZING routine ️ #omnimystique…,3
"Her love asked me to make her a pair of the “Monica” earrings for Christmas, and they are now…",0
"Gotta start your Monday off right with a good laugh !!! #Goodmorning @ Gardena, California",1
"HELP ME, OBI WAN...! Get this thing off my head or I’ll hurl up a hairball in your Pradas!!! …",1
Sad face because Jeff refused to let me buy it! #SailorMoon #Moonie @ CF Markville,1
"@ Meriden, Connecticut",3
Look at my hot mama so proud of her! Down 75 pounds this year and…,0
#bayarea #highlife #sunset #teamnaughty #lastnight #onelove @ Kaiser Redwood City,3
It's on like popcorn artnoirco! #ArtNoir #jetsetforart @ Ricky's South Beach,3
So excited to see @user and @user tonight! @ CenturyLink Center Omaha,3
First time attending the Hyde Park Santa Claus parade with Team Peggy Sattler! #christmas…,0
Seattle sunset with my dirty shoes ...........[#nikonphotography #nikond3100…,1
#MyBabies#MyLoves#MyGirls ️#LittleLadies#NewBraunfelsTX#SpaceTimePark @ SpaceTime Park,3
#SuccessfulSaturday#HIIT &amp; our #CardioAndCore class were #SweatCheck#ShakesEarned…,0
"Day 6: ""You can never have enough family #swine"" Kaitlyn Talt '18 #APO #iotaomicron @user",2
Homemade French palmiers stole my heart ️. First time making. First time eating.…,2
"@ Cannon Beach, Oregon",3
Grinchmas in Who-Ville. Way too packed but fun . #Grinchmas…,1
"My West Coast fam treating me to early birthday fun! Love you, Rutkin’s ️ (at @user Park in Anaheim, CA)",0
I just brought my blanket with me to see #Santa Thanks #fernbrookgivesback for supporting…,2
"ON FIRE! When I played a three hour set at @user at The Firehouse in camp ""Do More Now"".…",3
Seriously lost without my hair bear! One day has aged me sooo much!! #snapchatfilter…,1
My friend Heather and I at Ren Faire on the first day. @ Ohio Renaissance Festival,0
Wowwww thank you @user ️The Frist let me draw a selfie. @ Frist Center for the Visual Arts,1
"@ Hendersonville, North Carolina",3
Thankful for just about every darned thing. @ Huntington Desert Garden,2
My lil cousin. He alrey know wassup,1
Taken right before some girl decided to fall right in front of us …,1
"Spend time with Nala! @ Bolton, Ontario",0
"We are always doing things to our body, but it was a great feeling to do something for my body …",1
"They're a good time wishing I could go back to this weekend! #youthgroupbeachretreat @ Oxnard,…",1
"“You did it! Congratulations, World’s best cup of coffee. Great job everyone!” lots of laughing…",0
Make sure to have your volume up! Just a little buzzbait incident from this past weekend …,1
"Features Post @user - Golden Valley Fire in Santa Clarita, 10-12 Acres have been burned…",3
these are my people couldn't have asked for a better day (and weekend) to celebrate Erin and…,2
"This one here, killin the game. Congrats Hannah! Don't forget to buy her EP, it's out…",1
Dave Chappelle's show was absolutely the funniest I've EVER witnessed! My only pic because they…,1
Babe is baaaaack @ Milestone 229,2
"Zane after seeing #LightsOut ...Yeah, he was gonna take on Diana with a plunger zaneno12…",1
Love my Marie! Enjoying quality time in Vegas learning more about the nutrition we ️.…,0
"omg @ West Chester, Pennsylvania",3
"Apparently I need to learn how to spell ""next"" oh Jimmie @user you've got this next…",1
My lil #minecraft zombie Happy Halloween! @ Harbour Pointe,2
Prints of SSJ Goku 3 Available for only $15 today DM me to get yours before the price goes…,4
Back again! #mudgies #lobsterroll #fatguy @ Mudgie's Deli &amp; Wine Shop,0
Octoberfest was a blast! And definitely with two of my best friends coming down to see me @user,4
My heart is happy that this babe is in Nashville ️ @ Rosemary &amp; Beauty Queen,0
Without anger - there is no enemy . Have a great weekend everyone and #happyholidays @ East New…,1
"It never gets easier leaving you, but at least we have each other to miss ️ @ Saint Paris, Ohio",1
So many people love backstreetboys @ Mohegan Sun,2
Hanging out with my favorite human. What are you up to today? Hope you're having a good one …,2
Lol this got me going. #Repost @user (get_repost)・・・ #Mood4Ever @ Havana Humidor of Bird…,1
Had the pleasure of seeing and meeting @user today at Coffee Project! LIT LIT LIT …,0
#Repost with repostlyapp Much love ️ ️ ️ @user zomoofficial. And always much love to…,0
DM ME FOR INFO @ Studio 52,1
"️ ️ ️ @ Farmers Branch, Texas",3
Thank you Melodi for giving me the opportunity to teach your students! I had a blast! .Can't…,2
"Can’t wait for the start of another year with my guy ️ @ Sumter County, Florida",2
Aloha comic art fans! #WIP ...late night sketching coming to an end time to sleep #PoisonIvy…,3
I love this #vintage dress so much I forgot it in a locker room at the gym last night Photo…,2
"Department of Redundancy Department, but, @user #BANANACAT is still da bessss …",3
"This shall be our weekly tradition, bowling sillies #summerblastpass @ Bowl America Mandarin",0
"Air Jordan 12 ""Bordeaux"" All Sizes Available Now! Contact Me Directly Via DM or at…",3
It's so great to see Harry and Meghan go public. And don't they look besotted ️ #princeharry…,2
Happy Birthday to the roadie @user ️ @ Inserection,0
Awesome show as always Cudder! @ The Bomb Factory,3
"Family!! Most important people in earth @ Isle of Palms, South Carolina",0
Gorgeous venue and stage for the 2018 #MissMSUSA • #MissMSTeenUSA. @ Horseshoe Casino &amp; Hotel…,0
WHEN SOMEBODY TRY TO TELL ME HOW TO PLAY A GAME THAT IM BETTER THAN THEM AT... #FOH…,1
When you hear yourself on the radio one time for @user I am #CharlottesProblemChild Cop…,1
"The Crew pics/footage of ""Can't Live Without Your Love"" video shoot! STAY TUNED! It's #Singer…",3
️ @ Lighthouse Restaurant,3
"Sunday, November 26th @ 7PM@Jayhitup Pre-Listening Vibe@TokenMiami Come thru and support…",3
I'm not sure which of us is more excited to be here rebeltrucker94…,1
"Hope everyone had a beautiful Christmas Day yesterday! From my family to yours ️ @ Mesa, Arizona",0
Saw this under the bridge this morning...I love my city... good morning #killaryclinton @user,0
From a few nights ago. Of course Kyle isn’t looking 08greycomet…,0
More reasons to living in NYC! #iloveny #tribeca #fidi #legalizeit @ Maiden Lane (Manhattan),0
"My loves #RTA @ Chelsea Hotel, Toronto",0
Life is PINK is life @ Northridge Mall,0
"Favorite people on our favorite day ️ @ Clear Spring, Maryland",0
We ️ Deezy @ Beveryhills Rodeo Drive,1
"This is how my photos of this guy normally turn out. @ Heritage Hills - Windsor Hills,…",0
"In his natural habitat: behind the wheel. ️#expatlife #stateside #love #gratitude @ Norris,…",0
About last night w the kids @ Dell Music Center,3
Sappy post about how lucky I am to have you around #imfriendswithbrooketischer? @ South Street…,1
Carlos knows better than to stare at me! I'll knock his ass out darkpremises_charliee35…,1
"8:12pm8:32pm#nofilter #moonlight ️ @ Hilton Head Island Beach &amp; Tennis Resort, Inc.",0
Got 'em #unclejeremy #sleepyhead #especiallywhenthefalconaaresuckingitup #snapchatftw @user,3
"Happy New Year @ San Jose, California",0
kanebrown_music surprises one young fan and brings her on stage to sing with him. He also gets…,0
"If date day were every day, life would be perfect. @ Nashville, Tennessee",0
This will forever be one of my happiest moments. ️ #enderdean #halloweenbaby #morrisonfamilyof5…,0
"Love how I did my makeup today @ Buena Park, California",0
This Saturday #DEC30 8-4am #BROOKLYN @user gonna be super LIT #BLAZETHEMIC #NYE Last…,3
n the winner is #myshadow #minion#2 as if there was any doubt @user,1
"A bridge worth crossing ️ @ Big Sur, California",0
"Today is International I Stand for L VE day!!! Believe in the Power of Love, &amp; Spread the Word.…",2
"Carving pumpkins with the bro in law (@ The Hunsucker's in Smithtown, NY)",3
t-Pain - F.B.G.M. #this is hook crazy @user #MUSIC #trap meets rnb #STREETFASHION…,3
Good morning #vegas #lasvegas nothing but #sunshine and hot as fuck I ️ it have a busy work day…,3
"Love this @ Brandon, Florida",2
I'm back for Brunch at @user every Sunday! •••#luchatigre #lucha #brunch…,4
Getting the band back together. @user @user #stevewhodoesnthaveaninstagram…,3
"Hot day today!!!! @ Safety Harbor, Florida",0
I still have tickets @user it will be at Bliss Lounge 5471 Memorial…,1
Atm @ Harbourfront Centre,3
"Happy Birthday to my fooookin brudda, the one hit wonder @ South Side, Chicago",0
"Precious moment @ Menifee, California",0
New Best Friend @ Mendocino Farms,0
Annual @user Xmas Party was a success #santawaslit @user,3
"I had to do it. @user @ Memphis, Tennessee",1
A beautiful place to spend a weekend #greenacresatthebay #virginia #eastriver…,0
Leg day and cardio day done #reachforyourgoals #stayfocused…,1
"Happy is definitely a good look for us Awesome show, even better…",2
Found my best boys @ Muchmore's,2
Laker game last night with the fam #lakergang @ Staples Center,3
The way they just adore eachother melts my heart @user,1
@ Golden Gate Bridge,3
Besties helping me celebrate...love these boys #hbdtome @ The…,0
"Thankful college volleyball brought me to my best friend #tres&amp;tre @ Chicago, Illinois",0
Loving these tamales from chefbriseno @user in salsa verde!!! ........#chicago…,0
couldn't ask for a better group of friends . ️ #AssBlasters @ Decatur Central High School,0
You ever have that one friend who insist you “twin”? I don’t either... @user and I…,1
another successful state in the books with my favorite people …,0
"Classic Album #freeway#rocafella #throwback @ DeKalb County,…",0
"Happy #flexfriday !!! Do what you love, be who you want to be steeltribe_musclegearapparel…",2
"... #Repost @user you will ""Cher"" some time with us…",1
Date night with the love of my life ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ @ Ichiban Japanese Hibachi Steakhouse…,0
Dinner with my ️ @user @ Stripburger,0
@user @user @user @user hey I've been there! how can I help?,1
"Morning adventures with a baby who loves my duvet @ Toronto, Ontario",0
"Oh “Dubai” we adore you Sequins and sparkle , yes please ! Customizable in any color sequins…",2
I've never claimed to be a videographer. Kaliloa O Kaleo’onalani. #pifa2017 #pifasandiego @user,1
"Lol it all fit @ Rochester Hills, Michigan",1
"Great night with great friends in my old state @ Grove City, Ohio",0
Doing some pre-Black Friday shopping to avoid the crazies with this awesome crew #FamilyTime…,3
Enjoying our long weekend. @ Connors Steak &amp; Seafood,0
Kenny Anderson Dm To Purchase Size L @ Mr. Throwback,4
"Aaaaahh! Hide Legend, hide! #trex #FridayFunday #welovedinosaurs @ Las Vegas Natural History…",4
No this isn't a cover to a new hip hop album (although I do have bars) I just think it's a…,3
Garden Glow was LIT last night #stl #christmaslights @ Missouri Botanical Garden,3
We made a few moves #LowerLevel @ Little Caesars Arena,1
"Dallas... Tonight... Vibes! @ Dallas, Texas",3
Breakfast with #GrandmaLA @ Flappy Jack's Pancake House Restaurant,0
I miss having you up here by my side ️ glad youll be back soon to…,1
"Nothing to see here.. just Neo sleeping with his head in a Zara felt bag pillow @ Chicago,…",1
"You know it's a long day at the office,When your shoes are off through the whole work day at…",1
Roomies @ University Village at Charlotte,0
Good people @ Area 41 Tailgate at Fedex Field,3
Night out at a Korean Bar! @ Yeowoosai,3
Thanks for driving 3 1/2 hours to come spend the weekend with me in MKY You might be a Vols…,0
My Ford @ home sweet home...Boggs style!!,0
Come in a warm up with some #homemade #soup #coldweatherremedy #roastedredpepper…,0
Just finished cooking my famous cheese grits for all these smiling faces! (@ American Legion Post #40),0
"Now in town @user follow him! @ Los Angeles, California",4
Have a great Friday!,2
My latest... for Mom. She wanted something simple. #Flowers…,2
What You Mad For??? SMILE B***H #OutNow #BetterDays #BehindTheWheel #Control #YouTube…,1
Me and my ethnic brother at showing off our curls at our last blue…,2
I'm learning and growing... I just want to be successful. ️ @ University of Arkansas at Pine Bluff,0
️Texas! We had to buy this at the biggest convenience store I’ve ever seen! Everything is…,4
Christmas parties with my favorite elves ️ @ Mount Washington (Pittsburgh),0
"Just dropped off this piece at Cafe Tu Tu Tango to be hung ""Woo woo Harley and Joker"",…",3
Link in his Bio #GrownAssKids #Repost ehetremusic with @user @ Town Bizz,3
Drink Local? Or is it... Drink Lo Cal? #punny @ ShopFuego,1
Perfect beach day wearing @user *#bangboys #badwolf #dunydelacruz #thisone…,0
Love seeing our stuff out and about!! Contact us today for yours!! #QueenCityFab @ Queen City…,0
just a happy girl having a gay ol time at the best drag tour ever it was absolutely worth every…,0
S/O to my client @user for the repost. S/O to @user for blessing the kid today …,4
Friends! I need your honest opinion : keep or switch to a more muted/pastel colour? I never do…,1
From last week I love you so much @ Seminole County FL,2
"Pretty lady, don't you know, you'll always be my baby, baby, baby @ Key Largo, Florida",2
one of the few that I actually am good with having next to me on stage if you doubted me;…,1
"#fundaysaturday @ The Culinary Institute of America, San Antonio",0
Outstanding in the field was OUTstanding #outstandinginthefield…,0
Some VR being made in game:play today ️ @user dfundergrad @ Game:play lab,3
Walking and being photographed on Seattle #photo #cool #instagood #me #follow #cute…,3
Christmas &amp; New Years photoshoot with my niece. #familyphotos #portraits #holidayphotoshoot…,0
"Here comes fearless mickey @ Billy Beez, Plymouth, MA",4
yeah; last night was another level. @user @user @ The Marke Nightclub and Lounge,3
are you ready for a new season?? ️ ️ (Hair) @user #rastafribraid #rastafritribe…,1
@user - Gimme That Cash [Prod by ME] video out now..!! mixtape #TillMyCupSpill out…,3
found this black owned seafood spot in Richmond CA #Yelp @ Snapper Seafood,0
"️ @ Seattle, Washington",3
Always be thankful with all the support you get.#memories @ 333 Live,2
"Nobody we'd rather chill with #gogreekcsusb #csusb @ California State University, San…",1
"Lights, Camera, Christmas with these girls @ Wichita, Kansas",0
"️ my Paris collection stunning texture and color combinations of Pearls, Carbon Qz,…",0
She Got Nailed again @user she has such a sweet spirit ️. For Model @user,2
"Pictures late, but I got my vote in on time Tuesday! #i ️nyc…",1
"Had so much fun celebrating @user birthday last night Happiest of birthdays to you,…",0
last one .... i think @ Hilton Head,1
@ United States,3
"Price Reduce "" Welcome to 8649 Via Bella Notte, this gorgeous two story 3 bedrooms /2.5…",0
About last nite...2 out of 3 of my heart beats. @ The Greene Turtle,0
Can't believe I get to be on the same stage as theses legends #abingdon25 #andtheworldgoesround…,1
PUERTO ROCK SPITS #EnterTheLight #audio #verse #song #PuertoRock prod by #BuddaBless…,3
"Thank you Scott ! It was a pleasure @ Cristina Pereira, Pelletier Realty",0
"In love with my best friend. #MCE @ Vernon, New Jersey",0
Signing with ️ @user terrapublishing #photograpicart #photobook #signingsession @ PDC |…,3
There just aren't even any words... Can you tell that my heart is…,1
"Keep my family close, I know they’ll never switch! ️ @ Wichita, Kansas",1
"Let's try something new (@ The Parish in Tucson, AZ)",4
"If I had a tree for every time I fell in love with this girl ️ @ Placerville, California",2
Gotta love the #aass crew We'll be comin at you live from townhouse…,1
@user bringing the #sexywife #weddingplanner #weddingfun #tampa #family #celebration…,0
This just happened. #beautyandthebeast #beast #halloween @ Target…,1
Who had under 10 days facebook tuckercarlsontonight Carlson #Facebookcontrol…,1
"Opportunities are like sunrises. If you wait too long, you miss them. Good Morning …",2
this summer was one to remember because of them ️ @ North Cypress…,0
What a way to end summer 2017 @ Moonrise Festival,4
Exactly a year ago today. My first out of the country experience with my Gold's Gym family. …,0
Welcome ️ #handmadedecor #miamiweddingplanner #miamieventplanner #miamipartyplanner…,0
So much heat in one photo @ Chateau Briand,3
"So thankful for this dysfunctional fam xoxo @ O'Fallon, Missouri",1
Winter is coming to California. Is it worth hypothermia and Sharks..Not Today Lucky you live…,0
-Bride Tribe Standards- @ Renaissance Columbus Downtown Hotel,0
"When you’re forced to go back to high school... Got a job working part time here, and it feels…",1
En route Midwest! #thanksgiving2017 @ LAX - Los Angeles International Airport,3
I like a well marked trail. Here's to not getting lost #onthetrail #wanderings @ String Lake,0
I put my vacation on pause for tonight to catch these 12 hours triple time. @ Miller Brewing…,2
"Happy Friday! ️glad that fall is here, but going to miss those summer nights....#tgif #nyc…",2
Only a few of the amazing ladies I get to work with! #therealreal @ Vdara Hotel &amp; Spa Las Vegas,0
️Warm Summer Patio nights! #summer2017 #fun #mariposateam…,0
Purple flowers baby shower cake ...#cake #cakedesign #cakemaster #clt #cltcakes #weloveclt…,0
#Repost @user A teammate that’s older than me! @user,1
Sample product we working #4thquarterboyzinc #thebrand @ Harlem L Lounge,3
"Izzy is head over heels in love with Penzeys Spices, just like I am! #penzeys #penzeysspices…",1
"I don’t know what I said, but obviously it was some nonsense LOL @user after a couple…",1
He supports my goofiness @ Fernbank Museum of Natural History,0
ALL ARTIST WELCOME #Repost sippi_boi_ent (get_repost)・・・Tomorrow Night We Kickin Off New…,3
"Start your day tomorrow with a fun workout. Are you ready, are you ready? Free Fitcamp…",2
If you ever have to wonder how I act when I’m out. judaily in his natural habitat @ South…,1
Best Friends for Life with my Smokin' Hot Wife @ Mustard Seed Gardens,0
The power of positive thoughts &amp; love is in You! ******************************#love #thoughts…,0
have to love the water station at @user ! @ Ever Grain Brewing Co.,3
"#WeddingDay #Saturday #Latergram #family ️ @ Baltimore County,…",0
#wholefoods I Love You ️ em Whole Foods Market,2
H-TOWN IS LIT TONIGHT!!! GO 'STROS!!!!#WorldSeries #HoustonAstros #2-1 #HoustonSTRONG @user,3
"How exciting! I LOVE Sweet South Organics. Y'all know. I had a pretty awesome Tuesday, but…",2
"Good things come to those who wait, a little faith, hope and patience goes a long way …",0
Mom's trying to pull me back to Kentucky @ Pinnacle Overlook,1
I have the best sisters anyone could ask for....most days anyways #sisters #blood #family @user,0
I love my widdle god sister. She's fucking amazing ️ : upon downloading Snapchat for her…,2
New hair just in time for the holidays!! ️......#BeautyByMonserratRW #Balayage…,0
#straightfire # #sffnyc #sffashion #ladyboss #highclassdebauchery at @user @ GRAND BANKS,3
"Happy 22nd Birthday B! Love You Long Time! @ Grand Rapids, Michigan",0
"My favorite color is pink @ Salt Lake City, Utah",0
"That's a.m., y'all! #imnotcomplaining #justsayin #floridalife #iwouldnttradeit…",3
Amazing time at @user - future #ninjawarrior on my hands here @ NINJAZ Canada,0
"Difficult Roads Often Lead to Beautiful Destinations @ Dallas, Texas",0
We’re back and up for 2018 and new seasons of the Ultimate Hoops League! Winter Season…,3
One of the sweetest most intimate wedding celebrations we had the honor to document #instawed…,0
I’m trying to eat my weight in food today @ N.C. State Fair,1
"Christmas at my brother's @ St. Lucie County, Florida",0
Mr. S E N S I T I V I T Y #LilyanaReignsinglangston @ Just Off…,1
Finally some ocean breeze . #stinsonbeachcalifornia @ Stinson…,3
mittenmayhemradio famous.jay23._ you heard him we on the way first stop Detroit. Tomorrow…,1
"When u dance the night away and have fans at the club @ Hillcrest, San Diego",3
missed my bae @ Round1 Stonecrest,4
#happyfeet #happyface #melroseavenue @ Melrose Avenue,3
Climbing mountains with quiquetime @ Mount Sanitas,0
LOL! Evan &amp; Owen were running all around the house while I was recording! @ Massachusetts,3
"""Do Yourself Some GOOD "" I N S P I R E . #TheGoodLuck thegoodluckvintage @user @ Savannah…",1
#WCW #WCE TAKE ME BACK TO MY DiRTYthirty iN VEGAS #550ryders #fivefitties #vegas #thebanklv…,1
On Wednesday’s we wear pink @ Pure Raw Juice Towson,3
That moment you cry during a workout but finish ... 4miles #GorgeousWithin #Mind #Body…,1
On fire workout now #pasionporloquehago # #elamornotieneprecio #dtb #ivangtrainer #gym…,3
Mickey needs Minnie and Tigger needs Pooh and I DEFINITELY NEED TO GO TO HOCO W YOU @ Wickliffe…,2
My Queens and I @ Spelman College-Official Site,0
Photo shoot in Pittsburgh by Dan Ray. Love ️ this one with the background &amp; the sudden wind…,3
Come and get your love ️ #meow #puppylove #bigmamma #missshyanne #aussie because the babies it…,2
Buy Now Click Link! #jordan #nmd #mode #style #yeezyboostoffical #fashionista #instafashion…,3
Used Pallet 1 for my eye shadow my brown pallet love it you girls have to get…,1
#TBT : To the guy who always makes my heart happy! ️••• #Denver #colorado #travel #SailorJack…,2
What the hell is going on right now @ Pete's Dueling Piano Bar -…,1
"Happy to be home ️ @ Florence, South Carolina",0
Happy Birthday to a very important person in my life ️ Thank you for always being there for our…,0
Size 11.5 Now Available Online @ DeadStock DMV,3
"""Who knew New Jersey had so many buildings???"" Turn up tonight #bff #bestfriend #nyc @user",1
Pugs are magic ️ @ Dogs Life Boarding at The Pug Ranch,0
The REAL VIP Room #Election2017 @ Addison Park.,0
Happy to help out at #TMZevents last Saturday for a wedding love…,0
Took in one last evening in NYC alone...but worth it! Walked the Brooklyn Bridge at…,0
School daze #brunch #food #foodie #yum #frenchtoast #pancakes #strawberry #coffee #mimosa…,0
"If I tell you I love you, don’t play with me!!! @ Mississippi",1
"@ Brady Lake, Ohio",2
️ ️ ️ ️ ️ ️ @ Redeemer Lutheran Church,0
Adi scores on PK from a handball! Timbers up 1-0 over Chi #ptfc…,3
"Hope you enjoyed the celebration as much as we did Happy 50th ""Loggie""! @ Bridgemill",0
Meet Olive. Our new #GreatDane ️ ️ ️#DogsOfDenver #Dane #DogLove @ Dream Denver,0
Our guest @user are amazing!! Thank you Mr. Roth! ️ ️ ️…,0
"Me trying to motivate this morning @ Arlington, Texas",1
Rocking a dope new hoodie from @user Check out their apparel @ Ego Barber Lounge,3
#tbt em homenagem ao Jax #soa ️ @ Harley-Davidson Downtown Disney,3
"That's bae, that's fam ️ @ Riverwalk",3
Damn shame on u Peggy lol @ Braum's,1
Bawse and I stay ready....it's these ladies we constantly have to wait on #RGB #BawseBaby @user,1
@user told me he has 12 girlfriends at school . After he made me stop recording he…,1
Clutch was Clutch @ Clutch Bar Dallas,3
"Happy Friday @ Pasadena, California",0
️ ️ ️ @ Parkman House,2
Cold and just a light dusting of snow this morning. (I don’t miss living in the snow belt. ).…,1
Just posted 4 new beats to the site!! #linkinbio here’s a preview of a dope trap beat in…,3
#wcw ️ @user definitely is the epitome of black girl magic. The grind that she has is…,3
"KHALID (Kuh-Leed)!!!if you don't know, now you know.kid is , it's…",1
Getting ready to hit the Stage in Philly Philadelphia the city of Brotherly Love ️ and Sisterly…,0
"""What Got You Hott"" Next Up @user with ""Crazy Bout Chi Chi""Vote for Artists with Fire…",1
She sets the city on fire #GavinDegraw #BillyJoel @ Target Field,3
"Missing Chattanooga + Quality time with my best girl #miyazaki #throwback @ Chattanooga,…",0
45 minutes on the treadmill DONE!! My legs feel like jello!! Now day 5 of the 21 day fix. @user,3
I just thought y’all should know what I would do! #whatwouldyoudoforthepussy #pussy…,1
When you're in the video they're using for training. …,3
#liv3Repost @user Tonight #TIFYTOUR LOS ANGELES! JUNE 30th Quincy (@quincy)…,3
"lighting a bowl, with my feet hanging out of the Ferris wheel ohh…",3
I Loooove her!!! She's so #Petty &amp; #Messy lol My Lil Buddy Shaniya…,1
Weoutchea#matchashouldbedope #supremium #c ffee @ Deadstock Coffee,3
"So grateful to have a man like you by my side ️ @ Columbus, Ohio",1
"@user makes me feel like this. #eatingbeforework @ Los Angeles, California",1
Had a great time doing another hilarious spider-verse shoot. **#Repost @user,1
My Girl she has a heart made of gold and chutzpah. I'm always proud and always inspired by her…,0
Happy 18th birthday baby girl.. it's time to chase greatness ️ @ Dallas Fort Worth…,0
"No lie....I was litty @ Philadelphia, Pennsylvania",1
literally all the ancestors say to me when I ask them anything anymore. Chile somebody tell…,1
We’re “slaying” at the halloween ball @ SCAD Museum of Art,3
Lines for days ️ ️ ️ #dance #dancephotography #dancephotographer #sandiegodance @ Scripps…,0
Best family ever en At Home,0
"Love my mommy #madrebro #bestfriend @ San Diego, California",0
Q was meant to be a boss and that she shall be. I am that I am,1
Thanks for always being my wedding date @ Virginia,0
"Grandmas, aunt and the parents @ Hyatt Place Columbus",0
#SaidNoPastorEver up and ready to teach our five fold ministry…,2
What an amazing start to NEW YORK FASHION WEEK. @user nikkostylist @user,0
"Diet Mode ON... Good Morning... em Los Angeles, California",3
️ ️ ️ #buffgandhi @ Aspire Fitness,3
#JYB Had the Reception on @ The Villa at Calverton,0
#Repost @user (get_repost)・・・#cyborgnation are you ready for #ufc214 #ufc214 open media…,3
Amazing weekend @ Disney California Adventure Park,0
Fuckin In The Bathroom Like Niko and Mimi Bruh @user Be Sayin The Most Creative Ass…,3
All the berry notes in an Ethiopian Sidamo Guji Cold Brew #kobrickcoffee #coldbrew…,0
A little light beach reading. New sunglasses that Mom found on the beach the other night.…,0
#bluehawaii #babybackribs #cornbread @ Dallas BBQ,3
"Finally met this amazing, genuine soul and got my moment to tell her how much I adore her. ️ @user",0
